job_title,salary_estimate,industry,sector,job_city,job_state,size,founded,type_of_ownership,revenue,seniority,seniority_level,avg_salary,avg_salary_predicted,final_salary,was_missing
"Research Scientist, Immunology - Cancer Biology",Employer Provided Salary:$100K-$140K,-1,-1,Cambridge,MA,Unknown,-1,Company - Private,Unknown / Non-Applicable,unknown,0,120000,,120000,False
"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K (Glassdoor est.),Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984,College / University,Unknown / Non-Applicable,unknown,0,73500,,73500,False
Data Scientist,$68K-$114K (Glassdoor est.),Advertising & Marketing,Business Services,Fort Lauderdale,FL,501 to 1000 employees,1984,Subsidiary or Business Segment,Unknown / Non-Applicable,unknown,0,91000,,91000,False
Data Scientist,Employer Provided Salary:$150K-$160K,Enterprise Software & Network Solutions,Information Technology,Washington,DC,Unknown,-1,Company - Private,Unknown / Non-Applicable,unknown,0,155000,,155000,False
"Enterprise Architect, Data",$101K-$158K (Glassdoor est.),Insurance Carriers,Insurance,Boston,MA,5001 to 10000 employees,1851,Company - Private,$10+ billion (USD),unknown,0,129500,,129500,False
"Senior Manager, Epidemiologic Data Scientist",$125K-$210K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,New York,NY,10000+ employees,1849,Company - Public,$10+ billion (USD),senior,3,167500,,167500,False
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,$43K-$77K (Glassdoor est.),Banks & Credit Unions,Finance,Green Bay,WI,1001 to 5000 employees,1870,Company - Public,$1 to $2 billion (USD),unknown,0,60000,,60000,False
Lead Data Scientist,$139K-$221K (Glassdoor est.),Financial Analytics & Research,Finance,Burbank,CA,51 to 200 employees,2009,Company - Private,$50 to $100 million (USD),lead,4,180000,,180000,False
"Marketing Data Analyst, May 2020 Undergrad",$44K-$86K (Glassdoor est.),Travel Agencies,Travel & Tourism,New York,NY,1001 to 5000 employees,2002,Company - Private,$2 to $5 billion (USD),unknown,0,65000,,65000,False
Senior Data Engineer,$78K-$147K (Glassdoor est.),Computer Hardware & Software,Information Technology,Durham,NC,5001 to 10000 employees,1990,Company - Private,$1 to $2 billion (USD),senior,3,112500,,112500,False
Senior Data Analyst,$65K-$110K (Glassdoor est.),"Department, Clothing, & Shoe Stores",Retail,New York,NY,201 to 500 employees,2010,Company - Private,$100 to $500 million (USD),senior,3,87500,,87500,False
Data Modeler - Data Solutions Engineer,$37K-$66K (Glassdoor est.),Insurance Carriers,Insurance,Indianapolis,IN,10000+ employees,1912,Company - Private,$10+ billion (USD),unknown,0,51500,,51500,False
Associate Environmental Scientist - Wildlife Biologist,$38K-$64K (Glassdoor est.),Architectural & Engineering Services,Business Services,Clovis,CA,51 to 200 employees,1972,Company - Private,$10 to $25 million (USD),unknown,0,51000,,51000,False
"Associate, Data Science, Internal Audit",$43K-$82K (Glassdoor est.),Banks & Credit Unions,Finance,Boston,MA,10000+ employees,1856,Company - Private,$10+ billion (USD),unknown,0,62500,,62500,False
Sr Data Engineer (Sr BI Developer),$90K-$110K(Employer est.),Health Care Services & Hospitals,Health Care,Chandler,AZ,501 to 1000 employees,1981,Company - Public,Unknown / Non-Applicable,unknown,0,100000,,100000,False
Data Engineer,$61K-$109K (Glassdoor est.),IT Services,Information Technology,Chantilly,VA,51 to 200 employees,2004,Company - Private,Unknown / Non-Applicable,unknown,0,85000,,85000,False
Senior LiDAR Data Scientist,$93K-$151K (Glassdoor est.),Computer Hardware & Software,Information Technology,Orlando,FL,201 to 500 employees,2012,Company - Private,Unknown / Non-Applicable,senior,3,122000,,122000,False
Salesforce Analytics Consultant,$52K-$81K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,Chicago,IL,501 to 1000 employees,1995,Company - Private,$100 to $500 million (USD),unknown,0,66500,,66500,False
"Technology-Minded, Data Professional Opportunities",$40K-$101K (Glassdoor est.),Lending,Finance,Columbia,MO,1001 to 5000 employees,2002,Company - Private,Unknown / Non-Applicable,unknown,0,70500,,70500,False
Senior Data Engineer,$97K-$180K (Glassdoor est.),Security Services,Business Services,Austin,TX,51 to 200 employees,2010,Company - Private,$10 to $25 million (USD),senior,3,138500,,138500,False
Managing Data Scientist/ML Engineer,$81K-$134K (Glassdoor est.),Consulting,Business Services,Boston,MA,1001 to 5000 employees,1943,Company - Private,$100 to $500 million (USD),unknown,0,107500,,107500,False
"Scientist, Pharmacometrics",$84K-$157K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,501 to 1000 employees,2008,Company - Public,$50 to $100 million (USD),unknown,0,120500,,120500,False
Staff Scientist- Upstream PD,$49K-$113K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Rockville,MD,201 to 500 employees,1961,Company - Private,$25 to $50 million (USD),unknown,0,81000,,81000,False
Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Owensboro,KY,5001 to 10000 employees,1875,Company - Private,$10+ billion (USD),unknown,0,103500,,103500,False
Sr. Data Engineer,$75K-$140K (Glassdoor est.),Transportation Management,Transportation & Logistics,Chicago,IL,1001 to 5000 employees,2005,Company - Public,$2 to $5 billion (USD),unknown,0,107500,,107500,False
Lead Big Data Engineer,$121K-$203K (Glassdoor est.),Internet,Information Technology,San Francisco,CA,1001 to 5000 employees,2007,Company - Private,Unknown / Non-Applicable,lead,4,162000,,162000,False
Product Engineer – Spatial Data Science and Statistical Analysis,$52K-$85K (Glassdoor est.),Computer Hardware & Software,Information Technology,Redlands,CA,1001 to 5000 employees,1969,Company - Private,$1 to $2 billion (USD),unknown,0,68500,,68500,False
Sr Software Engineer (Data Scientist),$81K-$140K (Glassdoor est.),Insurance Carriers,Insurance,Westlake,OH,10000+ employees,1978,Company - Public,$5 to $10 billion (USD),unknown,0,110500,,110500,False
College Hire - Data Scientist - Open to December 2019 Graduates,$63K-$99K (Glassdoor est.),Industrial Manufacturing,Manufacturing,Peoria,IL,10000+ employees,1925,Company - Public,$10+ billion (USD),unknown,0,81000,,81000,False
Senior Data Scientist,$110K-$150K(Employer est.),Real Estate,Real Estate,Chicago,IL,1001 to 5000 employees,1993,Company - Public,$2 to $5 billion (USD),senior,3,130000,,130000,False
Sr. Data Engineer (ETL Developer),$83K-$148K (Glassdoor est.),Insurance Carriers,Insurance,Des Moines,IA,201 to 500 employees,-1,Subsidiary or Business Segment,$100 to $500 million (USD),unknown,0,115500,,115500,False
Senior Data Scientist Artificial Intelligence,$60K-$101K (Glassdoor est.),Energy,"Oil, Gas, Energy & Utilities",Richland,WA,1001 to 5000 employees,1965,Government,$500 million to $1 billion (USD),senior,3,80500,,80500,False
Analytics - Business Assurance Data Analyst,$31K-$55K (Glassdoor est.),Lending,Finance,Cedar Rapids,IA,501 to 1000 employees,1992,Company - Private,$100 to $500 million (USD),unknown,0,43000,,43000,False
"Associate Director/Director, Safety Scientist",$102K-$178K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,201 to 500 employees,2003,Company - Public,Unknown / Non-Applicable,unknown,0,140000,,140000,False
"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,-1,-1,Cambridge,MA,Unknown,-1,Company - Private,Unknown / Non-Applicable,senior,3,120000,,120000,False
Data Analyst Senior,$48K-$85K (Glassdoor est.),Insurance Carriers,Insurance,Philadelphia,PA,5001 to 10000 employees,1983,Company - Private,$5 to $10 billion (USD),senior,3,66500,,66500,False
Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),Staffing & Outsourcing,Business Services,San Francisco,CA,51 to 200 employees,2006,Company - Private,$1 to $5 million (USD),lead,4,94500,,94500,False
Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),Energy,"Oil, Gas, Energy & Utilities",Seattle,WA,1001 to 5000 employees,1965,Government,$500 million to $1 billion (USD),senior,3,119000,,119000,False
Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),Health Care Services & Hospitals,Health Care,Omaha,NE,10000+ employees,1996,Nonprofit Organization,$10+ billion (USD),unknown,0,25000,,25000,False
"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),Financial Transaction Processing,Finance,Nashville,TN,5001 to 10000 employees,2000,Company - Public,$2 to $5 billion (USD),senior,3,13500,,13500,False
"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),Insurance Carriers,Insurance,Chicago,IL,10000+ employees,1912,Company - Private,$10+ billion (USD),unknown,0,194500,,194500,False
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),Research & Development,Business Services,San Antonio,TX,1001 to 5000 employees,1947,Nonprofit Organization,$500 million to $1 billion (USD),unknown,0,71500,,71500,False
Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),Colleges & Universities,Education,Austin,TX,501 to 1000 employees,-1,College / University,Unknown / Non-Applicable,unknown,0,105500,,105500,False
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Winston-Salem,NC,5001 to 10000 employees,1875,Company - Private,$10+ billion (USD),senior,3,74000,,74000,False
Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),Aerospace & Defense,Aerospace & Defense,Huntsville,AL,10000+ employees,1922,Company - Public,$10+ billion (USD),unknown,0,62500,,62500,False
Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),Research & Development,Business Services,Durham,NC,1001 to 5000 employees,1958,Nonprofit Organization,$500 million to $1 billion (USD),senior,3,65500,,65500,False
Director Data Science,$124K-$199K (Glassdoor est.),Advertising & Marketing,Business Services,Fort Lee,NJ,1001 to 5000 employees,1989,Company - Private,Unknown / Non-Applicable,unknown,0,161500,,161500,False
Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Blue Bell,PA,1001 to 5000 employees,2003,Other Organization,$100 to $500 million (USD),unknown,0,72500,,72500,False
Senior Data Engineer,$97K-$181K (Glassdoor est.),Computer Hardware & Software,Information Technology,San Francisco,CA,51 to 200 employees,2008,Company - Public,$10 to $25 million (USD),senior,3,139000,,139000,False
Senior Data Engineer,$100K-$173K (Glassdoor est.),Internet,Information Technology,San Francisco,CA,201 to 500 employees,2007,Company - Private,$10 to $25 million (USD),senior,3,136500,,136500,False
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),Travel Agencies,Travel & Tourism,New York,NY,1001 to 5000 employees,2002,Company - Private,$2 to $5 billion (USD),unknown,0,74500,,74500,False
Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Winston-Salem,NC,5001 to 10000 employees,1875,Company - Private,$10+ billion (USD),senior,3,80500,,80500,False
Data Scientist,$56K-$95K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Albuquerque,NM,5001 to 10000 employees,1870,Company - Public,$1 to $2 billion (USD),unknown,0,75500,,75500,False
Data Scientist,$111K-$176K (Glassdoor est.),IT Services,Information Technology,Saint Louis,MO,51 to 200 employees,2016,Company - Private,Unknown / Non-Applicable,unknown,0,143500,,143500,False
Data Scientist,$75K-$127K (Glassdoor est.),Aerospace & Defense,Aerospace & Defense,Springfield,VA,51 to 200 employees,2014,Company - Private,$10 to $25 million (USD),unknown,0,101000,,101000,False
Data Engineer,$65K-$119K (Glassdoor est.),Insurance Carriers,Insurance,Springfield,MA,5001 to 10000 employees,1851,Company - Private,$10+ billion (USD),unknown,0,92000,,92000,False
Computational Chemist/Data Scientist,$56K-$97K (Glassdoor est.),Energy,"Oil, Gas, Energy & Utilities",Richland,WA,1001 to 5000 employees,1965,Government,$500 million to $1 billion (USD),unknown,0,76500,,76500,False
Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Salt Lake City,UT,51 to 200 employees,2013,Company - Private,$1 to $5 million (USD),principal,5,140500,,140500,False
Data Scientist,$94K-$139K (Glassdoor est.),Investment Banking & Asset Management,Finance,Jersey City,NJ,10000+ employees,1812,Company - Public,$10+ billion (USD),unknown,0,116500,,116500,False
Principal Machine Learning Scientist,$176K-$289K (Glassdoor est.),Computer Hardware & Software,Information Technology,San Francisco,CA,501 to 1000 employees,1999,Subsidiary or Business Segment,Unknown / Non-Applicable,principal,5,232500,,232500,False
Data Scientist,$92K-$149K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,San Francisco,CA,51 to 200 employees,2016,Company - Private,Unknown / Non-Applicable,unknown,0,120500,,120500,False
Product Engineer – Data Science,$63K-$101K (Glassdoor est.),Computer Hardware & Software,Information Technology,Arlington,VA,1001 to 5000 employees,1969,Company - Private,$1 to $2 billion (USD),unknown,0,82000,,82000,False
"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Rochester,NY,10000+ employees,2014,Hospital,$500 million to $1 billion (USD),principal,5,84500,,84500,False
Data Scientist,$118K-$188K (Glassdoor est.),IT Services,Information Technology,Emeryville,CA,10000+ employees,2007,Company - Public,Unknown / Non-Applicable,unknown,0,153000,,153000,False
Data Scientist,$108K-$146K (Glassdoor est.),Internet,Information Technology,Palo Alto,CA,501 to 1000 employees,2008,Company - Private,Unknown / Non-Applicable,unknown,0,127000,,127000,False
Data Scientist,$65K-$106K (Glassdoor est.),Computer Hardware & Software,Information Technology,Santa Barbara,CA,51 to 200 employees,2010,Company - Private,Unknown / Non-Applicable,unknown,0,85500,,85500,False
Data Scientist,$55K-$98K (Glassdoor est.),Wholesale,Business Services,Carle Place,NY,1001 to 5000 employees,1976,Company - Public,$1 to $2 billion (USD),unknown,0,76500,,76500,False
Data Scientist,$94K-$162K (Glassdoor est.),TV Broadcast & Cable Networks,Media,New York,NY,1001 to 5000 employees,1992,Subsidiary or Business Segment,$500 million to $1 billion (USD),unknown,0,128000,,128000,False
Data Engineer,$63K-$120K (Glassdoor est.),Staffing & Outsourcing,Business Services,King of Prussia,PA,1 to 50 employees,-1,Company - Private,$5 to $10 million (USD),unknown,0,91500,,91500,False
"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,201 to 500 employees,2013,Company - Public,$100 to $500 million (USD),senior,3,134500,,134500,False
Data Scientist,$127K-$202K (Glassdoor est.),Advertising & Marketing,Business Services,San Francisco,CA,201 to 500 employees,2008,Company - Private,Unknown / Non-Applicable,unknown,0,164500,,164500,False
Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),Computer Hardware & Software,Information Technology,Annapolis Junction,MD,51 to 200 employees,2002,Company - Private,$5 to $10 million (USD),unknown,0,93500,,93500,False
Market Data Analyst,$31K-$57K (Glassdoor est.),Telecommunications Manufacturing,Telecommunications,West Palm Beach,FL,201 to 500 employees,1991,Company - Public,$50 to $100 million (USD),unknown,0,44000,,44000,False
Staff Data Engineer,$105K-$194K (Glassdoor est.),Computer Hardware & Software,Information Technology,Austin,TX,501 to 1000 employees,2010,Company - Private,Unknown / Non-Applicable,unknown,0,149500,,149500,False
Associate Data Engineer,$45K-$86K (Glassdoor est.),Research & Development,Business Services,Washington,DC,1001 to 5000 employees,2007,Company - Private,Unknown / Non-Applicable,unknown,0,65500,,65500,False
Data Engineer,$75K-$143K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,Herndon,VA,1 to 50 employees,2015,Company - Private,Unknown / Non-Applicable,unknown,0,109000,,109000,False
Staff Data Engineer,$126K-$228K (Glassdoor est.),Computer Hardware & Software,Information Technology,Mountain View,CA,1001 to 5000 employees,1988,Subsidiary or Business Segment,$50 to $100 million (USD),unknown,0,177000,,177000,False
